Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
328,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,251,251,493,27,
301,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,,,,,,,244,244,244,27,
393,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,Active,A63240,8.0,34.0,292.0,334.0,248,248,248,27,74.25
709,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,A68690,16.0,32.0,296.0,344.0,264,264,264,13,76.74
653,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,SVO,Sheremetyevo International Airport,DXB,Dubai International Airport,SVO-DXB,,,,,,,253,253,253,13,
625,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,231,231,466,23,
383,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,A69316,7.0,37.0,294.0,338.0,248,248,492,23,73.37
924,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,266,266,266,23,
181,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,ZRH,Zurich Airport (ZRH),DXB-ZRH,,,,,,,265,265,265,23,
952,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A7585,13.0,28.0,296.0,337.0,239,239,239,27,70.92
818,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,247,247,247,23,
385,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,251,251,506,23,
223,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,,,,,,,255,255,506,23,
225,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DFW,Dallas/Fort Worth International Airport (DFW,DXB,Dubai International Airport,DFW-DXB,Active,A64597,9.0,40.0,297.0,346.0,245,245,245,23,70.81
163,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,235,235,466,23,
311,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,242,242,242,23,
825,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,,,,,,,222,222,222,23,
745,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,257,257,509,23,
907,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,252,252,509,23,
531,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,250,250,465,23,
567,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,215,215,465,23,
895,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,,,,,,,246,246,246,23,
796,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,,,,,,,250,250,250,23,
301,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,,,,,,,236,236,236,23,
393,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,Active,A63240,8.0,34.0,292.0,334.0,248,248,499,23,74.25
623,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,251,251,499,23,
328,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,230,230,230,23,
331,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,,,,,,,263,263,263,23,
137,2026-02-10,Tuesday,False,February,Q1,2026,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,244,244,492,23,
608,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,KUL,Kuala Lumpur International Airport,DXB-KUL,,,,,,,241,241,241,23,
658,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,Active,VT2581,14.0,37.0,295.0,346.0,225,225,225,23,65.03
139,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,250,250,250,23,72.25
106,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,,,,,,,237,237,237,23,
545,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,247,247,247,23,
233,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,239,239,239,16,
192,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,245,245,245,16,
394,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,,,,,,,240,240,240,23,
195,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,Active,C-F1407,16.0,37.0,286.0,339.0,242,242,242,23,71.39
560,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,,,,,,,246,246,246,16,
847,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,,,,,,,246,246,246,16,
816,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,,,,,,,235,235,235,16,
277,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,,,,,,,231,231,231,23,
952,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,243,243,467,23,
383,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,224,224,467,23,
199,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,243,243,485,23,69.63
576,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,D-A7627,11.0,39.0,293.0,343.0,242,242,485,23,70.55
982,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,A66800,7.0,27.0,300.0,334.0,232,232,232,23,69.46
404,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,234,234,234,16,71.12
499,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB,Dubai International Airport,HYD-DXB,Active,C-F5692,10.0,32.0,292.0,334.0,265,265,265,16,79.34
735,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,JNB,Tambo International Airport,DXB,Dubai International Airport,JNB-DXB,,,,,,,259,259,259,23,
521,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,IAH,George Bush Intercontinental Airport,DXB,Dubai International Airport,IAH-DXB,Active,A69481,9.0,36.0,287.0,332.0,256,256,256,23,77.11
422,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YYZ,Toronto Pearson International Airport,DXB-YYZ,,,,,,,250,250,250,23,
924,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,255,255,255,23,
195,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,270,270,270,16,
833,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,244,244,694,23,71.98
542,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V3688,8.0,24.0,297.0,329.0,221,221,694,23,67.17
529,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V2650,10.0,30.0,295.0,335.0,229,229,694,23,68.36
867,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT6758,13.0,40.0,285.0,338.0,252,252,755,23,74.56
944,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,A68242,16.0,40.0,295.0,351.0,260,260,755,23,74.07
456,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,243,243,755,23,
117,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,D-A1897,10.0,33.0,297.0,340.0,244,244,244,23,71.76
850,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,9V2007,7.0,22.0,294.0,323.0,249,249,505,23,77.09
772,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A9113,12.0,25.0,296.0,333.0,256,256,505,23,76.88
847,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,DUB,Dublin Airport (DUB),DXB,Dubai International Airport,DUB-DXB,Active,D-A2713,12.0,31.0,298.0,341.0,236,236,236,23,69.21
846,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,244,244,244,23,
253,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,Active,9V9961,7.0,39.0,294.0,340.0,250,250,250,23,73.53
840,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,,,,,,,244,244,244,23,
793,2025-10-04,Saturday,True,October,Q4,2025,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,Active,C-F1437,8.0,38.0,297.0,343.0,245,245,245,23,71.43
910,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A4924,15.0,29.0,294.0,338.0,242,242,242,16,71.6
640,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,,,,,,,257,257,257,23,
672,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,VT1318,10.0,23.0,299.0,332.0,239,239,486,23,71.99
343,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,247,247,486,23,
982,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,247,247,489,16,
384,2025-12-29,Monday,False,December,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,242,242,489,16,
680,2025-10-09,Thursday,False,October,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,238,238,478,23,
818,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,237,237,237,25,
420,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,,,,,,,233,233,233,25,
420,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,,,,,,,236,236,236,23,
818,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,239,239,239,23,
223,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,,,,,,,236,236,473,25,
385,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,VT5475,8.0,32.0,291.0,331.0,237,237,473,25,71.6
385,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,VT5475,8.0,32.0,291.0,331.0,230,230,481,23,69.49
223,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,,,,,,,251,251,481,23,
499,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB-HYD,,,,,,,237,237,237,23,
623,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,A66013,8.0,40.0,294.0,342.0,241,241,241,25,70.47
796,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,C-F7177,10.0,21.0,297.0,328.0,244,244,244,25,74.39
796,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,C-F7177,10.0,21.0,297.0,328.0,242,242,242,23,73.78
924,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,HAN,Noi Bai International Airport,DXB-HAN,Active,D-A3335,7.0,36.0,291.0,334.0,221,221,221,25,66.17
651,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,245,245,245,25,
895,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,Active,D-A1111,6.0,28.0,296.0,330.0,236,236,236,23,71.52
910,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,245,245,245,23,
328,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,VT6908,6.0,39.0,294.0,339.0,243,243,243,23,71.68
331,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,Active,9V6644,15.0,26.0,293.0,334.0,253,253,253,23,75.75
808,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,A69653,16.0,30.0,296.0,342.0,245,245,245,25,71.64
808,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,A69653,16.0,30.0,296.0,342.0,243,243,243,23,71.05
709,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,234,234,467,23,
504,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,233,233,467,23,
504,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,239,239,239,25,
706,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,Active,D-A7054,8.0,29.0,295.0,332.0,211,211,211,23,63.55
816,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,245,245,245,23,
907,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F6404,8.0,26.0,295.0,329.0,250,250,507,25,75.99
745,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7829,11.0,22.0,298.0,331.0,257,257,507,25,77.64
148,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F9130,9.0,28.0,294.0,331.0,259,259,520,25,78.25
817,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F4463,8.0,28.0,296.0,332.0,261,261,520,25,78.61
817,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F4463,8.0,28.0,296.0,332.0,265,265,265,23,79.82
404,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,246,246,246,25,
531,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A4289,7.0,26.0,295.0,328.0,252,252,507,25,76.83
567,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,C-F8011,12.0,36.0,287.0,335.0,255,255,507,25,76.12
339,2026-01-14,Wednesday,False,January,Q1,2026,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,Active,9V7617,14.0,34.0,291.0,339.0,250,250,491,21,73.75
658,2026-02-28,Saturday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,Active,VT2581,14.0,37.0,295.0,346.0,235,235,235,17,67.92
781,2026-01-14,Wednesday,False,January,Q1,2026,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,236,236,470,21,
867,2026-02-28,Saturday,True,February,Q1,2026,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT6758,13.0,40.0,285.0,338.0,244,244,493,17,72.19
531,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,D-A4289,7.0,26.0,295.0,328.0,253,253,253,23,77.13
819,2026-02-28,Saturday,True,February,Q1,2026,Star Air,XX,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB,Dubai International Airport,BOM-DXB,Active,9V8060,6.0,30.0,290.0,326.0,249,249,249,17,76.38
404,2025-10-17,Friday,False,October,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,249,249,249,23,
130,2026-01-14,Wednesday,False,January,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,231,231,231,21,
181,2025-11-14,Friday,False,November,Q4,2025,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,Active,VT3026,11.0,38.0,292.0,341.0,251,251,251,25,73.61
581,2026-01-14,Wednesday,False,January,Q1,2026,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,A69187,7.0,21.0,295.0,323.0,241,241,241,21,74.61
235,2026-02-28,Saturday,True,February,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,A64657,16.0,34.0,295.0,345.0,259,259,259,17,75.07
658,2026-01-14,Wednesday,False,January,Q1,2026,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,,,,,,,241,241,491,21,
962,2026-02-28,Saturday,True,February,Q1,2026,Star Air,XX,GVA,Geneva Airport (GVA),DXB,Dubai International Airport,GVA-DXB,Active,D-A9830,14.0,30.0,294.0,338.0,246,246,246,17,72.78
