Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2025-01-02,January,Q1,2025,Star Air,XX,719,DXB-BOM,Dubai International Airport,Chhatrapati Shivaji Maharaj International Airport,Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,1602480.00,96148.80,1355737.85,81344.22,246742.15,14804.58,2842,84.60,164083438.00,164083438.00,1487,2793,0.00
2025-03-02,March,Q1,2025,Star Air,XX,310,IAH-DXB,George Bush Intercontinental Airport,Dubai International Airport,Available,Active,Star Air,264,264,12,20,299,331,79.76,902603.22020900,830674.6914835,54156.19321254,17772.33551300,81232.30580859,264,1707270.00,102436.20,1441027.05,86461.67,266242.95,15974.53,2482,84.41,164795876.00,164795876.00,1553,2864,0.00
2026-02-22,February,Q1,2026,Star Air,XX,422,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Available,Active,Star Air,254,254,16,32,297,345,73.62,1021899.99688000,944462.4656333,61313.99981280,16123.53143400,112413.35522831,254,2024180.00,121450.80,1714752.03,102885.34,309427.97,18565.46,2890,84.71,76625033.00,76625033.00,940,1421,0.00
2025-06-25,June,Q2,2025,Star Air,XX,405,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Not Available,null,Star Air,224,224,null,null,null,0,null,null,null,null,null,null,null,1341750.00,80505.00,1134144.62,67733.30,207605.38,12771.70,1937,84.53,794714997.00,794714997.00,3406,11215,0.00
2025-09-23,September,Q3,2025,Star Air,XX,311,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,248,248,null,null,null,0,null,null,null,null,null,null,null,1240140.00,74408.40,1054924.78,63295.53,185215.22,11112.87,1957,85.06,434617970.00,434617970.00,3383,10952,0.00
2025-09-05,September,Q3,2025,Star Air,XX,504,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1019480.00,61168.80,861182.81,51670.66,158297.21,9498.14,2183,84.47,556087410.00,556087410.00,3241,10062,0.00
2025-02-11,February,Q1,2025,Star Air,XX,760,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,253,253,null,null,null,0,null,null,null,null,null,null,null,1480840.00,88850.40,1255399.22,75323.87,225440.78,13526.53,2819,84.78,101367223.00,101367223.00,1527,2864,0.00
2025-10-07,October,Q4,2025,Star Air,XX,301,ADD-DXB,Addis Ababa Bole International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1479250.00,88755.00,1251169.15,75070.24,228080.85,13684.76,2424,84.58,621499003.00,621499003.00,3609,12185,0.00
2025-05-01,May,Q2,2025,Star Air,XX,822,DXB-LHE,Dubai International Airport,Allama Iqbal International Airport,Available,Active,Star Air,230,230,13,37,282,332,69.28,224944.00000000,207564.3600000,13496.64000000,3883.00000000,24743.88000000,230,996560.00,59793.60,847769.97,51354.57,148790.03,8439.03,1856,85.07,65777118.00,65777118.00,1310,2163,0.00
2025-06-08,June,Q2,2025,Star Air,XX,269,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,262,262,16,34,298,348,75.29,367194.34524400,340133.6116327,22031.66071464,5029.07289700,40390.98042289,262,1780420.00,106825.20,1503547.26,89679.40,276872.74,17145.80,2191,84.45,689435767.00,689435767.00,3655,12862,0.00
2025-08-19,August,Q3,2025,Star Air,XX,895,JFK-DXB,John F. Kennedy International Airport (JFK),Dubai International Airport,Not Available,null,Star Air,262,262,null,null,null,0,null,null,null,null,null,null,null,1522875.00,91372.50,1284964.67,77098.18,237910.35,14274.32,2921,84.38,554963449.00,554963449.00,3187,9757,0.00
2025-01-12,January,Q1,2025,Star Air,XX,667,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,1159370.00,69562.20,979170.12,58750.41,180199.88,10811.79,1765,84.46,101653160.00,101653160.00,1471,2758,0.00
2025-12-05,December,Q4,2025,Star Air,XX,231,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,239,239,null,null,null,0,null,null,null,null,null,null,null,767080.00,46024.80,644431.96,38665.96,122648.04,7358.84,1538,84.01,116306743.00,116306743.00,1203,1989,0.00
2025-10-23,October,Q4,2025,Star Air,XX,399,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,1164520.00,69871.20,987234.70,59234.11,177285.31,10637.09,1679,84.78,710432714.00,710432714.00,3880,14565,0.00
2026-03-05,March,Q1,2026,Star Air,XX,301,DXB-ADD,Dubai International Airport,Addis Ababa Bole International Airport,Available,Active,Star Air,230,230,7,39,297,343,67.06,226121.00000000,209144.7400000,13567.26000000,3409.00000000,13566.93000000,230,806125.00,48367.50,682630.50,40957.58,123494.50,7409.92,1704,84.68,56546456.00,56546456.00,874,1274,0.00
2025-01-04,January,Q1,2025,Star Air,XX,542,ORD-DXB,O'Hare International Airport (ORD),Dubai International Airport,Available,Active,Star Air,251,251,8,24,297,329,76.29,809089.99037100,746909.2943170,48545.39942226,13635.29663200,80907.82842750,251,863960.00,51837.60,731887.85,43912.89,132072.15,7924.71,1980,84.71,107546723.00,107546723.00,1532,2817,0.00
2025-12-13,December,Q4,2025,Star Air,XX,529,ORD-DXB,O'Hare International Airport (ORD),Dubai International Airport,Available,Active,Star Air,223,223,10,30,295,335,66.57,800380.82352900,730245.0469093,48022.84941174,22112.92720700,88038.73423978,223,1696200.00,101772.00,1426797.81,85607.45,269402.19,16164.55,3120,84.12,63896884.00,63896884.00,1152,1851,0.00
2025-03-26,March,Q1,2025,Star Air,XX,559,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,260,260,null,null,null,0,null,null,null,null,null,null,null,1321180.00,79270.80,1118689.17,67121.19,202490.83,12149.61,1962,84.67,150271951.00,150271951.00,1482,2698,0.00
2025-06-21,June,Q2,2025,Star Air,XX,139,DXB-CPT,Dubai International Airport,Cape Town International Airport,Available,Active,Star Air,240,240,13,40,293,346,69.36,616574.00000000,572451.5600000,36994.44000000,7128.00000000,67822.95000000,240,1022490.00,61349.40,869023.57,51876.38,153466.43,9473.02,1656,84.99,552978537.00,552978537.00,3479,11399,0.00
2025-08-15,August,Q3,2025,Star Air,XX,623,DXB-LHE,Dubai International Airport,Allama Iqbal International Airport,Available,Active,Star Air,241,241,8,40,294,342,70.47,220575.00000000,203781.5000000,13234.50000000,3559.00000000,24262.82000000,241,946815.00,56808.90,801956.55,48117.58,144858.46,8691.32,1707,84.70,438479573.00,438479573.00,3098,9467,0.00
2026-03-11,March,Q1,2026,Star Air,XX,653,DXB-SVO,Dubai International Airport,Sheremetyevo International Airport,Available,Active,Star Air,239,239,6,21,294,321,74.45,331125.00000000,304086.5000000,19867.50000000,7171.00000000,29800.90000000,239,803785.00,48227.10,681302.06,40878.24,122482.94,7348.86,1481,84.76,108134812.00,108134812.00,816,1162,0.00
2026-02-09,February,Q1,2026,Star Air,XX,404,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,253,253,11,23,295,329,76.90,232641.00000000,215638.5400000,13958.46000000,3044.00000000,13958.61000000,253,815520.00,48931.20,694615.38,41676.75,120904.62,7254.45,1701,85.17,93554147.00,93554147.00,996,1530,0.00
2025-09-17,September,Q3,2025,Star Air,XX,731,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Not Available,null,Star Air,226,226,null,null,null,0,null,null,null,null,null,null,null,1236845.00,74210.70,1050410.63,63024.49,186434.37,11186.21,1982,84.93,509700679.00,509700679.00,3337,10640,0.00
2025-09-30,September,Q3,2025,Star Air,XX,748,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,253,253,null,null,null,0,null,null,null,null,null,null,null,1122230.00,67333.80,948294.39,56897.73,173935.61,10436.07,2429,84.50,477380517.00,477380517.00,3372,11651,0.00
2025-12-04,December,Q4,2025,Star Air,XX,924,HAN-DXB,Noi Bai International Airport,Dubai International Airport,Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,1359050.00,81543.00,1148163.19,68889.84,210886.81,12653.16,2352,84.48,91993584.00,91993584.00,1202,1915,0.00
2025-10-21,October,Q4,2025,Star Air,XX,748,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,793375.00,47602.50,670625.05,40237.48,122749.96,7365.02,1679,84.53,705507953.00,705507953.00,3800,14165,0.00
2025-02-05,February,Q1,2025,Star Air,XX,433,DXB-KHI,Dubai International Airport,Jinnah International Airport,Available,Active,Star Air,249,249,8,20,300,328,75.91,247427.00000000,227759.3800000,14845.62000000,4822.00000000,24743.00000000,249,1697325.00,101839.50,1440368.56,86422.08,256956.44,15417.42,2564,84.86,69222377.00,69222377.00,1517,2913,0.00
2025-02-18,February,Q1,2025,Star Air,XX,623,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,263,263,null,null,null,0,null,null,null,null,null,null,null,1194825.00,71689.50,1010389.47,60623.60,184435.53,11065.90,2751,84.56,109877741.00,109877741.00,1524,2829,0.00
2025-07-05,July,Q3,2025,Star Air,XX,394,DXB-KHI,Dubai International Airport,Jinnah International Airport,Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,1999065.00,119943.90,1695766.79,101746.16,303298.21,18197.74,2710,84.83,675742370.00,675742370.00,3360,10612,0.00
2025-08-10,August,Q3,2025,Star Air,XX,276,PEW-DXB,Bacha Khan International Airport,Dubai International Airport,Not Available,null,Star Air,233,233,null,null,null,0,null,null,null,null,null,null,null,1348310.00,80898.60,1138620.72,68317.27,209689.29,12581.33,2029,84.45,419972703.00,419972703.00,3087,9537,0.00
2026-02-06,February,Q1,2026,Star Air,XX,223,DXB-CPT,Dubai International Airport,Cape Town International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,978445.00,58706.70,829116.57,49746.82,149328.43,8959.88,2151,84.74,81428859.00,81428859.00,970,1489,0.00
2025-11-07,November,Q4,2025,Star Air,XX,603,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,250,250,7,25,297,329,75.99,474253.61189300,432838.3821499,28455.21671358,12960.01303000,90113.34506337,250,625855.00,37551.30,532557.84,31953.56,93297.17,5597.74,1731,85.09,469663207.00,469663207.00,3382,11469,0.00
2025-11-16,November,Q4,2025,Star Air,XX,436,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,1212380.00,72742.80,1027377.65,61642.62,185002.35,11100.18,1931,84.74,234350140.00,234350140.00,2120,4720,0.00
2025-10-01,October,Q4,2025,Star Air,XX,165,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1751220.00,105073.20,1482737.89,88964.28,268482.12,16108.92,2917,84.67,432119267.00,432119267.00,3482,11584,0.00
2025-03-08,March,Q1,2025,Star Air,XX,815,MRU-DXB,Sir Seewoosagur Ramgoolam International Airport,Dubai International Airport,Not Available,null,Star Air,268,268,null,null,null,0,null,null,null,null,null,null,null,1143860.00,68631.60,972242.10,58334.47,171617.90,10297.13,2652,85.00,128662017.00,128662017.00,1516,2833,0.00
2025-11-23,November,Q4,2025,Star Air,XX,926,CPT-DXB,Cape Town International Airport,Dubai International Airport,Available,Active,Star Air,236,236,13,37,292,342,69.01,516453.42144600,480514.9636873,30987.20528676,4951.25247200,36151.80616708,236,1825380.00,109522.80,1540717.61,92442.86,284662.39,17079.94,2204,84.41,87284880.00,87284880.00,1177,2010,0.00
2026-03-19,March,Q1,2026,Star Air,XX,348,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1007925.00,60475.50,850991.12,51059.45,156933.88,9416.05,2213,84.43,112226183.00,112226183.00,865,1208,0.00
2026-01-02,January,Q1,2026,Star Air,XX,567,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,234,234,12,36,287,335,69.85,528623.77087900,491682.5937053,31717.42625274,5223.75092100,95153.16867580,234,815650.00,48939.00,690422.73,41425.43,125227.27,7513.57,1975,84.65,88093392.00,88093392.00,994,1533,0.00
2026-01-30,January,Q1,2026,Star Air,XX,578,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,793220.00,47593.20,673099.32,40386.00,120120.68,7207.20,1264,84.86,57529548.00,57529548.00,1000,1556,0.00
2025-10-14,October,Q4,2025,Star Air,XX,625,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,245,245,null,null,null,0,null,null,null,null,null,null,null,713855.00,42831.30,603072.61,36184.23,110782.39,6647.07,1460,84.48,641613672.00,641613672.00,3611,13083,0.00
2025-01-03,January,Q1,2025,Star Air,XX,910,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,262,262,null,null,null,0,null,null,null,null,null,null,null,674165.00,40449.90,571041.61,34262.66,103123.39,6187.24,1281,84.70,76637429.00,76637429.00,1443,2738,0.00
2025-02-14,February,Q1,2025,Star Air,XX,907,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,251,251,8,26,295,329,76.29,876693.26735600,808831.3119159,52601.59604136,15260.35939800,157802.51084260,251,932165.00,55929.90,790316.75,47418.78,141848.25,8511.12,2035,84.78,66074484.00,66074484.00,1539,2914,0.00
2025-01-25,January,Q1,2025,Star Air,XX,139,DXB-CPT,Dubai International Airport,Cape Town International Airport,Available,Active,Star Air,257,257,13,40,293,346,74.28,540196.00000000,498656.2400000,32411.76000000,9128.00000000,59421.30000000,257,1599775.00,95986.50,1350002.09,81000.05,249772.91,14986.45,2976,84.39,140665678.00,140665678.00,1576,2911,0.00
2025-08-22,August,Q3,2025,Star Air,XX,137,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Available,Active,Star Air,250,250,8,25,287,320,78.13,684829.00000000,632773.2600000,41089.74000000,10966.00000000,130118.78000000,250,537395.00,32243.70,451517.27,27091.03,85877.73,5152.67,1018,84.02,446448883.00,446448883.00,3197,9805,0.00
2026-03-22,March,Q1,2026,Star Air,XX,883,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,246,246,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66003020.00,66003020.00,818,1109,0.00
2025-09-10,September,Q3,2025,Star Air,XX,276,DXB-PEW,Dubai International Airport,Bacha Khan International Airport,Available,Active,Star Air,243,243,10,35,292,337,72.11,336082.00000000,311345.0800000,20164.92000000,4572.00000000,30247.21000000,243,1578140.00,94688.40,1337050.90,80222.62,241089.11,14465.78,2488,84.72,570000826.00,570000826.00,3248,10158,0.00
2025-03-27,March,Q1,2025,Star Air,XX,982,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,256,256,7,27,300,334,76.65,230659.00000000,213210.4600000,13839.54000000,3609.00000000,23065.78000000,256,1082875.00,64972.50,917466.41,55047.97,165408.59,9924.53,1496,84.73,122340583.00,122340583.00,1491,2779,0.00
2025-04-04,April,Q2,2025,Star Air,XX,910,DXB-MEL,Dubai International Airport,Melbourne Airport (MEL),Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,1129870.00,67792.20,960329.38,57619.70,169540.62,10172.50,2134,84.99,121450333.00,121450333.00,1472,2627,0.00
2026-01-22,January,Q1,2026,Star Air,XX,672,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,240,240,10,23,299,332,72.29,560421.31196000,518181.0072452,33625.27871760,8615.02599700,100879.73698215,240,1568965.00,94137.90,1325983.25,79558.87,242981.75,14579.03,2195,84.51,76680056.00,76680056.00,973,1550,0.00
2025-12-28,December,Q4,2025,Star Air,XX,422,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Available,Active,Star Air,265,265,16,32,297,345,76.81,1062577.63552100,979010.6646858,63754.65813126,19812.31270400,116887.31543028,265,979090.00,58745.40,828965.33,49737.80,150124.67,9007.60,1643,84.67,51962948.00,51962948.00,1082,1756,0.00
2025-05-13,May,Q2,2025,Star Air,XX,383,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,230,230,7,37,294,338,68.05,611326.69274300,567404.7168120,36679.60156458,7242.37436600,110037.93732450,230,739865.00,44391.90,622577.78,36952.48,117287.23,7439.42,1420,84.15,492757067.00,492757067.00,3316,10587,0.00
2025-09-28,September,Q3,2025,Star Air,XX,650,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,209,209,6,20,285,311,67.20,205635.00000000,190708.9000000,12338.10000000,2588.00000000,20564.11000000,209,1230055.00,73803.30,1041120.32,62467.00,188934.70,11336.30,1721,84.64,504034511.00,504034511.00,3409,11162,0.00
2025-02-27,February,Q1,2025,Star Air,XX,950,CDG-DXB,Charles de Gaulle Airport (CDG),Dubai International Airport,Available,Active,Star Air,256,256,6,30,291,327,78.29,696252.74840800,646130.0234344,41775.16490448,8347.56006800,76586.73388692,256,1735705.00,104142.30,1468019.29,88081.10,267685.71,16061.20,2724,84.58,146151366.00,146151366.00,1526,2826,0.00
2025-05-08,May,Q2,2025,Star Air,XX,480,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,867895.00,52073.70,736523.98,43616.40,131371.02,8457.30,893,84.86,369646948.00,369646948.00,2740,7425,0.00
2025-11-16,November,Q4,2025,Star Air,XX,367,DXB-ZRH,Dubai International Airport,Zurich Airport (ZRH),Not Available,null,Star Air,239,239,null,null,null,0,null,null,null,null,null,null,null,1212380.00,72742.80,1027377.65,61642.62,185002.35,11100.18,1931,84.74,234350140.00,234350140.00,2120,4720,0.00
2025-12-12,December,Q4,2025,Star Air,XX,816,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,220,220,null,null,null,0,null,null,null,null,null,null,null,778395.00,46703.70,658116.27,39486.99,120278.74,7216.71,1727,84.55,62761817.00,62761817.00,1136,1866,0.00
